net,length_um
_06391_,130.57
_15885_,130.57
_10306_,130.54
_19217_,130.54
_12258_,130.535
u_cmd_parser.challenge_nonce\[0\],130.5
_08724_,130.32
u_aes128.ciphertext\[17\],130.32
_05000_,130.3
_10168_,130.3
_03828_,130.28
_12566_,130.22
net498,130.18
_10606_,130.17
_06271_,130.15
_10966_,130.11
_10971_,130.04
_11543_,130.04
_12962_,130.04
_08300_,130.02
_08610_,129.96
_18508_,129.96
_05918_,129.94
_12247_,129.915
_16814_,129.82
u_auth_fsm.nonce_hist\[0\]\[101\],129.78
_07497_,129.76
net392,129.71
net369,129.69
_05646_,129.66
_09763_,129.64
_12971_,129.615
clknet_leaf_99_clk,129.58
u_auth_fsm.aes_key\[67\],129.54
net136,129.54
u_aes128.round_key\[64\],129.49
net403,129.47
net288,129.44
_10139_,129.41
_10674_,129.38
net372,129.38
_16338_,129.335
net197,129.29
net125,129.26
_08617_,129.2
u_auth_fsm.nonce_hist\[0\]\[92\],129.18
_05372_,129.16
_09765_,129.09
_12712_,129.08
net375,129.06
_10998_,129.02
_14535_,128.98
_07176_,128.96
clknet_leaf_257_clk,128.95
u_auth_fsm.nonce_hist\[3\]\[49\],128.93
_06878_,128.89
_12685_,128.86
_16317_,128.86
_08711_,128.8
net90,128.79
_14106_,128.74
net309,128.65
_12338_,128.62
_17842_,128.62
u_cmd_parser.challenge_nonce\[97\],128.6
_07393_,128.59
_07905_,128.58
_05413_,128.54
_06277_,128.525
_07623_,128.48
_05984_,128.475
clknet_leaf_305_clk,128.46
_14232_,128.4
_09132_,128.3
_12231_,128.3
_05743_,128.28
u_auth_fsm.nonce_hist\[1\]\[86\],128.22
_12163_,128.14
_10725_,128.06
u_auth_fsm.nonce_hist\[1\]\[76\],127.91
_05538_,127.88
_06593_,127.86
net159,127.86
_16049_,127.84
_11072_,127.73
_05378_,127.665
_12195_,127.65
_11078_,127.605
_12286_,127.565
_09420_,127.48
_05540_,127.43
_16392_,127.34
_16331_,127.26
clknet_leaf_339_clk,127.23
net453,127.2
_08088_,127.18
u_aes128.gen_state_sbox\[0\].sb_state.in\[5\],127.16
_10553_,127.145
_14727_,127.14
net506,127.12
_07198_,127.11
_06798_,127.025
_17825_,127
_12572_,126.94
u_auth_fsm.aes_plaintext\[104\],126.88
_05174_,126.83
_05667_,126.74
clknet_leaf_299_clk,126.7
u_aes128.gen_state_sbox\[8\].sb_state.in\[4\],126.66
_16963_,126.64
_05950_,126.6
_06349_,126.58
_11809_,126.575
_05176_,126.55
_10605_,126.53
net147,126.49
_14361_,126.42
net424,126.42
_05153_,126.4
_16927_,126.4
_19598_,126.32
u_auth_fsm.nonce_hist\[4\]\[34\],126.32
_16832_,126.14
net85,126.03
_06384_,125.98
_12151_,125.9
_12693_,125.89
_07562_,125.86
_14123_,125.84
_14895_,125.84
_11437_,125.8
_12204_,125.8
net209,125.8
_06597_,125.79
_05152_,125.76
_11481_,125.74
_05375_,125.68
_14221_,125.68
u_auth_fsm.nonce_hist\[7\]\[95\],125.66
_07760_,125.56
u_cmd_parser.rx_byte\[0\],125.54
_12588_,125.47
_05178_,125.46
_09830_,125.45
_13059_,125.43
u_auth_fsm.nonce_hist\[4\]\[105\],125.43
_06709_,125.38
_09084_,125.36
u_auth_fsm.aes_key\[12\],125.36
clknet_leaf_31_clk,125.34
net306,125.27
_05374_,125.22
_16326_,125.22
_16822_,125.22
_05428_,125.195
u_cmd_parser.challenge_nonce\[48\],125.13
net342,125.13
_06881_,125.11
_12291_,124.98
net177,124.97
_06721_,124.93
net341,124.93
net161,124.84
_10637_,124.8
_14404_,124.76
_09818_,124.72
_10641_,124.66
_19177_,124.66
_10992_,124.62
_10182_,124.61
_13412_,124.6
net402,124.6
_10659_,124.55
clknet_leaf_265_clk,124.455
net139,124.35
_05170_,124.32
_10599_,124.28
net171,124.26
_03871_,124.2
_16880_,124.2
u_auth_fsm.aes_key\[69\],124.115
net303,124.05
_12610_,124.04
_12283_,124.035
_08576_,124.02
u_aes128.gen_state_sbox\[13\].sb_state.in\[1\],123.9
clknet_leaf_50_clk,123.84
_15499_,123.8
net183,123.68
_16180_,123.64
net88,123.59
_13531_,123.555
_09463_,123.49
_09071_,123.47
_04989_,123.46
u_aes128.ciphertext\[112\],123.46
net216,123.4
_16397_,123.33
u_auth_fsm.aes_plaintext\[84\],123.29
_16093_,123.22
u_auth_fsm.aes_plaintext\[75\],123.22
_16884_,123.2
_14909_,123.18
_16740_,123.12
_07866_,123.1
_11833_,123.08
_12727_,123.08
clknet_leaf_403_clk,123.08
u_auth_fsm.nonce_hist\[1\]\[66\],123.06
net140,123.06
u_cmd_parser.nonce_reg\[99\],123.04
clknet_leaf_308_clk,123.02
_17640_,122.92
clknet_leaf_19_clk,122.92
net205,122.87
_06423_,122.86
_08676_,122.805
_10285_,122.76
_09732_,122.73
clknet_leaf_405_clk,122.72
_16362_,122.68
u_aes128.gen_key_sbox\[2\].sb_key.in\[3\],122.68
_07351_,122.64
_13106_,122.64
_11395_,122.62
_12701_,122.54
u_auth_fsm.nonce_hist\[4\]\[123\],122.52
_06559_,122.495
_05814_,122.37
_06316_,122.28
_06936_,122.25
_07188_,122.24
_07558_,122.21
_07460_,122.12
_06735_,122.11
_08269_,122.1
_10179_,122.04
_11134_,121.925
_07341_,121.91
_05977_,121.9
net241,121.9
net785,121.9
_13513_,121.89
clknet_leaf_149_clk,121.84
_17913_,121.82
net9,121.8
_13409_,121.69
_10573_,121.66
_07324_,121.64
net356,121.64
_11903_,121.62
_11003_,121.58
u_aes128.ciphertext\[55\],121.575
_09461_,121.53
_17402_,121.52
u_aes128.ciphertext\[1\],121.52
u_auth_fsm.nonce_hist\[6\]\[26\],121.48
clknet_leaf_103_clk,121.48
_05370_,121.46
_05846_,121.4
clknet_leaf_151_clk,121.2
_16851_,121.14
net338,121.04
_06388_,120.99
_05163_,120.92
_14047_,120.92
net160,120.905
net142,120.88
u_auth_fsm.nonce_hist\[5\]\[92\],120.86
u_auth_fsm.aes_plaintext\[82\],120.84
net132,120.83
_08565_,120.74
u_auth_fsm.aes_plaintext\[90\],120.69
_11860_,120.68
_16783_,120.68
u_cmd_parser.challenge_nonce\[44\],120.68
_07749_,120.62
_05654_,120.6
clknet_leaf_406_clk,120.56
_19248_,120.54
_19611_,120.53
_12390_,120.52
_08547_,120.49
net173,120.48
net336,120.44
clknet_leaf_402_clk,120.44
net293,120.3
u_aes128.gen_key_sbox\[3\].sb_key.in\[7\],120.21
u_cmd_parser.nonce_reg\[87\],120.2
_13174_,120.16
_17015_,120.12
_09453_,120.09
_09509_,120.04
_05858_,120.02
u_auth_fsm.nonce_hist\[5\]\[89\],120.02
net325,120.02
_09857_,119.965
clknet_leaf_89_clk,119.9
_07815_,119.86
_17392_,119.86
net236,119.86
net133,119.83
net321,119.82
u_auth_fsm.nonce_hist\[1\]\[56\],119.81
_06280_,119.78
_07438_,119.7
clknet_leaf_420_clk,119.68
_13977_,119.645
clknet_leaf_88_clk,119.62
clknet_leaf_73_clk,119.55
u_aes128.ciphertext\[54\],119.5
_05418_,119.44
clknet_leaf_424_clk,119.32
net329,119.24
net273,119.21
net382,119.21
_06783_,119.2
net404,119.2
_06020_,119.145
_08584_,119.13
u_auth_fsm.aes_key\[11\],119.1
_08162_,118.92
_14451_,118.88
u_auth_fsm.aes_key\[60\],118.83
u_auth_fsm.nonce_hist\[0\]\[117\],118.8
net305,118.76
clknet_leaf_168_clk,118.76
_06287_,118.75
_07205_,118.74
_09739_,118.735
_06837_,118.65
_14635_,118.6
_12202_,118.59
u_aes128.gen_state_sbox\[9\].sb_state.in\[4\],118.56
u_auth_fsm.aes_plaintext\[83\],118.5
u_auth_fsm.aes_key\[83\],118.46
_08487_,118.44
net320,118.43
_14926_,118.38
clknet_leaf_33_clk,118.38
clknet_leaf_218_clk,118.36
_10958_,118.35
_06932_,118.33
_08214_,118.325
_12586_,118.29
_06877_,118.22
net702,118.06
u_auth_fsm.nonce_hist\[1\]\[90\],118.02
_05160_,118
_07021_,118
_05647_,117.98
u_auth_fsm.nonce_hist\[7\]\[73\],117.96
u_auth_fsm.nonce_hist\[1\]\[95\],117.95
net96,117.88
_12221_,117.87
u_aes128.gen_state_sbox\[8\].sb_state.in\[2\],117.84
_06281_,117.76
clknet_leaf_61_clk,117.7
u_cmd_parser.challenge_nonce\[94\],117.68
net386,117.67
_10646_,117.66
_13127_,117.55
u_cmd_parser.nonce_reg\[98\],117.52
clknet_leaf_211_clk,117.5
_12290_,117.46
_17664_,117.46
_18536_,117.46
clknet_leaf_34_clk,117.46
_05383_,117.4
_10580_,117.385
_18502_,117.38
clknet_leaf_273_clk,117.38
_08686_,117.28
clknet_leaf_155_clk,117.28
_05969_,117.27
_06493_,117.265
clknet_leaf_251_clk,117.25
_06033_,117.24
net689,117.04
u_auth_fsm.tx_payload\[97\],117
_09492_,116.97
_15403_,116.94
_10064_,116.9
_07831_,116.89
_11827_,116.89
net340,116.87
_09825_,116.82
_11412_,116.8
u_cmd_parser.nonce_reg\[84\],116.79
u_auth_fsm.nonce_hist\[0\]\[44\],116.785
_14865_,116.78
net374,116.73
_16965_,116.69
_10619_,116.66
clknet_leaf_286_clk,116.66
_12980_,116.64
net352,116.64
u_aes128.gen_state_sbox\[0\].sb_state.in\[3\],116.6
_08383_,116.58
_06727_,116.56
_07348_,116.56
_14848_,116.56
u_auth_fsm.nonce_hist\[5\]\[67\],116.5
_09866_,116.48
_08964_,116.44
_14570_,116.44
_06124_,116.4
_06328_,116.395
_11076_,116.39
_14442_,116.36
_12597_,116.35
_11044_,116.325
clknet_leaf_313_clk,116.305
clknet_leaf_114_clk,116.27
u_auth_fsm.aes_key\[100\],116.26
_12561_,116.2
net106,116.12
_05172_,116.115
_11012_,116.07
_09066_,116.02
clknet_leaf_52_clk,116.015
_14412_,116
_05602_,115.995
u_auth_fsm.nonce_hist\[4\]\[122\],115.97
_17568_,115.965
_06062_,115.95
_07548_,115.95
_07055_,115.84
_13415_,115.74
u_cmd_parser.challenge_nonce\[22\],115.7
_06842_,115.68
clknet_leaf_84_clk,115.66
net366,115.63
_05379_,115.62
_17295_,115.58
_14914_,115.52
net400,115.51
_18797_,115.5
_12626_,115.44
_12966_,115.415
_11397_,115.37
_14904_,115.3
clknet_leaf_117_clk,115.21
_08562_,115.06
_09414_,115.04
_19659_,115.04
_12148_,114.95
u_auth_fsm.nonce_hist\[4\]\[39\],114.95
_05382_,114.92
u_aes128.ciphertext\[46\],114.84
clknet_leaf_125_clk,114.8
u_cmd_parser.nonce_reg\[96\],114.78
net548,114.78
_09054_,114.75
_11599_,114.67
u_auth_fsm.nonce_hist\[5\]\[95\],114.63
clknet_leaf_290_clk,114.62
_05414_,114.61
_07871_,114.61
_06732_,114.56
clknet_leaf_138_clk,114.56
_08557_,114.51
u_auth_fsm.nonce_hist\[5\]\[7\],114.48
clknet_leaf_53_clk,114.44
_17692_,114.42
u_auth_fsm.nonce_hist\[1\]\[7\],114.4
_06298_,114.355
net395,114.3
u_cmd_parser.rx_valid,114.27
_08710_,114.14
net345,114.11
_09331_,114.095
u_auth_fsm.nonce_hist\[5\]\[60\],114.075
net186,114.07
net346,114.07
_06742_,114.06
_08240_,113.92
net383,113.92
clknet_leaf_108_clk,113.9
_09782_,113.8
_12986_,113.77
u_aes128.ciphertext\[35\],113.72
_05499_,113.68
u_auth_fsm.nonce_hist\[7\]\[94\],113.68
_11818_,113.62
_12598_,113.6
_19607_,113.59
_06599_,113.58
net210,113.58
_11921_,113.55
_06869_,113.54
clknet_leaf_177_clk,113.54
_12670_,113.51
clknet_leaf_213_clk,113.44
_06185_,113.42
u_auth_fsm.nonce_hist\[1\]\[60\],113.39
_16724_,113.38
_17838_,113.24
_18621_,113.18
_08142_,113.16
_11088_,113.12
u_auth_fsm.nonce_hist\[2\]\[34\],113.1
u_auth_fsm.nonce_hist\[3\]\[62\],113.04
_16886_,113.02
u_auth_fsm.aes_key\[26\],112.98
_12229_,112.87
clknet_leaf_74_clk,112.86
u_auth_fsm.nonce_hist\[5\]\[90\],112.82
_11752_,112.8
_05965_,112.78
_08376_,112.68
u_auth_fsm.nonce_hist\[2\]\[105\],112.68
net353,112.68
_06584_,112.66
_06370_,112.64
_09013_,112.59
_16680_,112.56
_05376_,112.46
_06279_,112.46
_06781_,112.42
_10241_,112.4
_09525_,112.38
_05179_,112.34
clknet_leaf_255_clk,112.34
_05957_,112.285
_09809_,112.27
_16213_,112.26
u_aes128.gen_state_sbox\[14\].sb_state.in\[3\],112.26
_07782_,112.225
clknet_leaf_58_clk,112.22
_07770_,112.16
_10279_,112.06
_05154_,112.02
_10737_,111.95
u_auth_fsm.nonce_hist\[2\]\[48\],111.915
_07435_,111.85
clknet_leaf_104_clk,111.82
_11057_,111.81
u_auth_fsm.aes_key\[87\],111.78
_09470_,111.77
_05515_,111.76
_09821_,111.69
u_auth_fsm.nonce_hist\[3\]\[65\],111.62
_17949_,111.6
_10224_,111.59
_16060_,111.5
net294,111.48
_07402_,111.42
_07470_,111.4
u_auth_fsm.nonce_hist\[7\]\[36\],111.255
_09927_,111.25
u_auth_fsm.nonce_hist\[0\]\[54\],111.24
u_cmd_parser.challenge_nonce\[61\],111.18
u_auth_fsm.nonce_hist\[5\]\[120\],111.12
_16845_,111.08
_12156_,111.06
net124,111.05
_08225_,111.02
u_aes128.gen_state_sbox\[3\].sb_state.in\[3\],111
_13419_,110.98
_07783_,110.97
_07719_,110.92
_09953_,110.9
_06459_,110.88
_05529_,110.86
_11757_,110.86
net364,110.85
_14763_,110.8
clknet_leaf_141_clk,110.76
u_auth_fsm.nonce_hist\[3\]\[53\],110.725
_07383_,110.71
u_auth_fsm.nonce_hist\[2\]\[107\],110.7
clknet_leaf_100_clk,110.7
net349,110.67
_18879_,110.625
_05191_,110.62
_09034_,110.58
_10946_,110.58
clknet_leaf_404_clk,110.54
u_aes128.ciphertext\[33\],110.4
fifo_nonce\[0\]\[23\],110.38
net285,110.37
u_auth_fsm.nonce_hist\[0\]\[90\],110.34
_06831_,110.33
net370,110.33
u_auth_fsm.nonce_hist\[4\]\[78\],110.27
u_aes128.gen_key_sbox\[1\].sb_key.in\[0\],110.26
net151,110.11
net387,110.11
clknet_leaf_147_clk,110.1
_13417_,110.09
u_aes128.ciphertext\[71\],110.04
net301,110.03
_12317_,110.01
net274,109.97
_17624_,109.96
_10149_,109.93
u_auth_fsm.nonce_hist\[4\]\[43\],109.9
clknet_leaf_304_clk,109.795
u_aes128.gen_state_sbox\[12\].sb_state.in\[5\],109.79
clknet_leaf_173_clk,109.72
_16361_,109.62
u_auth_fsm.nonce_hist\[5\]\[80\],109.605
clknet_leaf_209_clk,109.56
clknet_leaf_35_clk,109.525
_05899_,109.52
clknet_leaf_3_clk,109.405
_06438_,109.4
net300,109.4
u_auth_fsm.nonce_hist\[5\]\[54\],109.395
net406,109.38
_08311_,109.35
net165,109.35
net299,109.31
_14674_,109.3
net311,109.295
net287,109.26
_08983_,109.23
net261,109.23
clknet_leaf_81_clk,109.04
u_aes128.gen_state_sbox\[6\].sb_state.in\[0\],109.02
clknet_leaf_292_clk,108.96
net388,108.86
u_auth_fsm.nonce_hist\[2\]\[89\],108.84
_09917_,108.82
_10610_,108.82
_11489_,108.82
_13268_,108.82
net181,108.8
u_cmd_parser.nonce_reg\[74\],108.78
net265,108.75
net221,108.72
_17989_,108.7
_11225_,108.69
_16071_,108.69
_13109_,108.66
net277,108.63
net614,108.6
u_cmd_parser.challenge_nonce\[40\],108.59
net398,108.59
_16334_,108.56
_16104_,108.52
u_auth_fsm.nonce_hist\[2\]\[78\],108.425
u_auth_fsm.nonce_hist\[4\]\[36\],108.4
_07768_,108.37
_09438_,108.36
_07506_,108.32
_07876_,108.285
_18574_,108.24
_10225_,108.23
_19170_,108.18
clknet_leaf_254_clk,108.18
u_auth_fsm.nonce_hist\[2\]\[22\],108.135
_10268_,108.1
_18245_,108.06
_07329_,108.04
clknet_leaf_120_clk,107.96
_13069_,107.735
clknet_leaf_39_clk,107.69
_11620_,107.675
_06288_,107.66
u_auth_fsm.aes_plaintext\[106\],107.59
_09532_,107.56
u_auth_fsm.aes_plaintext\[87\],107.54
_06034_,107.51
net250,107.5
clknet_leaf_80_clk,107.4
u_auth_fsm.nonce_hist\[5\]\[4\],107.365
_08158_,107.36
clknet_leaf_72_clk,107.35
_07531_,107.29
clknet_leaf_199_clk,107.25
_13909_,107.24
_11881_,107.22
net128,107.19
_08926_,107.18
u_aes128.gen_state_sbox\[11\].sb_state.in\[5\],107.055
u_auth_fsm.aes_key\[15\],107.04
net331,107.03
_05940_,107.02
clknet_leaf_271_clk,106.93
_06196_,106.88
_14022_,106.88
_13133_,106.86
net219,106.85
_13027_,106.84
_17542_,106.84
_08604_,106.8
clknet_leaf_94_clk,106.76
_07093_,106.7
_12304_,106.68
_19715_,106.67
_14084_,106.65
_17718_,106.625
clknet_leaf_150_clk,106.62
_05393_,106.56
u_cmd_parser.challenge_nonce\[96\],106.56
net254,106.55
_12343_,106.52
_06853_,106.5
_17280_,106.48
net220,106.44
_08669_,106.37
_08951_,106.36
_07326_,106.3
_06155_,106.28
_10501_,106.24
_06002_,106.09
_10031_,106.06
_16380_,106.03
_08241_,106.02
u_cmd_parser.nonce_reg\[103\],106.02
net226,106.01
_05168_,105.98
net407,105.98
u_auth_fsm.nonce_hist\[3\]\[70\],105.9
u_auth_fsm.nonce_hist\[1\]\[54\],105.875
u_auth_fsm.aes_key\[71\],105.87
_19656_,105.84
_16835_,105.81
_08193_,105.79
u_cmd_parser.challenge_nonce\[41\],105.74
_15337_,105.72
u_auth_fsm.nonce_hist\[1\]\[113\],105.66
clknet_leaf_385_clk,105.64
_08190_,105.57
_17139_,105.56
clknet_leaf_131_clk,105.48
_10543_,105.46
net178,105.42
_06496_,105.4
u_aes128.ciphertext\[98\],105.4
_09003_,105.34
_10276_,105.34
_10911_,105.34
_11591_,105.16
_06111_,105.14
net123,105.14
clknet_leaf_90_clk,105.14
u_auth_fsm.nonce_hist\[7\]\[26\],105.1
_12630_,105.08
_19593_,105.04
_08765_,105.03
_06555_,105
clknet_leaf_116_clk,105
_18955_,104.99
_12786_,104.96
u_auth_fsm.nonce_hist\[0\]\[95\],104.89
_12667_,104.865
_19570_,104.82
net255,104.81
net373,104.795
_16636_,104.79
net148,104.76
clknet_leaf_196_clk,104.76
_12356_,104.73
net162,104.72
_05959_,104.69
_10983_,104.655
u_auth_fsm.nonce_hist\[4\]\[86\],104.64
clknet_leaf_187_clk,104.62
u_cmd_parser.nonce_reg\[105\],104.58
_11760_,104.535
_19224_,104.5
_16191_,104.48
_06557_,104.46
clknet_leaf_362_clk,104.44
_13535_,104.385
u_auth_fsm.nonce_hist\[1\]\[58\],104.38
net263,104.36
u_auth_fsm.nonce_hist\[4\]\[125\],104.32
_06983_,104.31
_07801_,104.3
_05893_,104.18
_11428_,104.18
_08530_,104.135
net213,104.13
u_aes128.ciphertext\[74\],104.06
net249,104.04
_12590_,103.99
u_aes128.gen_key_sbox\[2\].sb_key.in\[6\],103.97
u_auth_fsm.nonce_hist\[0\]\[47\],103.9
net184,103.87
_12329_,103.84
u_auth_fsm.nonce_hist\[3\]\[92\],103.84
u_cmd_parser.challenge_nonce\[109\],103.84
_07350_,103.82
net292,103.8
net196,103.78
net326,103.73
_17425_,103.67
_10249_,103.64
clknet_leaf_134_clk,103.62
u_aes128.ciphertext\[93\],103.61
_05856_,103.56
clknet_leaf_97_clk,103.55
u_cmd_parser.nonce_reg\[38\],103.54
net190,103.52
clknet_leaf_307_clk,103.52
net117,103.5
_06770_,103.48
_12983_,103.475
_06234_,103.405
_10677_,103.33
net188,103.33
_08938_,103.3
u_aes128.ciphertext\[66\],103.3
net389,103.3
u_auth_fsm.nonce_hist\[2\]\[99\],103.26
_10032_,103.22
_09741_,103.16
clknet_leaf_197_clk,103.12
clknet_leaf_270_clk,103.06
_08583_,103.025
net259,102.98
_05472_,102.94
_09383_,102.9
net91,102.9
net179,102.9
u_auth_fsm.nonce_hist\[0\]\[124\],102.85
_06385_,102.83
_08743_,102.83
_08161_,102.78
_13637_,102.72
_16412_,102.68
_14468_,102.655
net289,102.65
_07408_,102.52
_15930_,102.5
net410,102.37
net144,102.35
_07729_,102.32
_18922_,102.32
clknet_leaf_364_clk,102.32
clknet_leaf_62_clk,102.22
_05167_,102.2
net201,102.2
_12793_,102.18
u_auth_fsm.nonce_hist\[1\]\[36\],102.16
_10764_,102.14
clknet_leaf_206_clk,102.14
_05546_,102.08
clknet_leaf_112_clk,102.08
clknet_leaf_60_clk,102.04
net228,102.03
net281,102.01
_07190_,101.995
_13010_,101.93
_10726_,101.9
u_cmd_parser.nonce_reg\[85\],101.9
_05659_,101.86
_11510_,101.85
u_aes128.ciphertext\[20\],101.82
_13919_,101.8
u_auth_fsm.nonce_hist\[1\]\[71\],101.77
_06664_,101.74
_09410_,101.73
_07863_,101.72
net199,101.715
_13889_,101.7
u_aes128.gen_state_sbox\[9\].sb_state.in\[3\],101.7
net116,101.7
_13063_,101.675
u_auth_fsm.nonce_hist\[4\]\[44\],101.655
net189,101.64
clknet_leaf_432_clk,101.64
net509,101.64
_16335_,101.6
u_aes128.gen_state_sbox\[13\].sb_state.in\[6\],101.6
net146,101.58
_09501_,101.545
u_aes128.ciphertext\[67\],101.54
_14888_,101.52
net163,101.5
clknet_leaf_212_clk,101.5
_16768_,101.48
net105,101.44
net334,101.34
_05992_,101.32
u_auth_fsm.nonce_hist\[4\]\[45\],101.315
u_auth_fsm.aes_plaintext\[91\],101.3
_16279_,101.26
_06767_,101.22
_14251_,101.16
u_cmd_parser.challenge_nonce\[63\],101.14
u_auth_fsm.aes_key\[86\],101.12
_08698_,101.05
_09366_,101.04
_17733_,101.04
u_aes128.ciphertext\[104\],101.04
_06925_,101.02
_12769_,100.98
clknet_leaf_250_clk,100.98
_10759_,100.96
_17808_,100.96
_13098_,100.95
_07742_,100.935
_09089_,100.93
_08643_,100.92
u_auth_fsm.nonce_hist\[0\]\[52\],100.895
u_auth_fsm.nonce_hist\[1\]\[102\],100.88
clknet_leaf_76_clk,100.88
u_auth_fsm.nonce_hist\[5\]\[58\],100.86
u_auth_fsm.nonce_hist\[3\]\[22\],100.835
_06276_,100.8
u_auth_fsm.nonce_hist\[3\]\[104\],100.795
_13824_,100.78
_17831_,100.78
u_auth_fsm.aes_plaintext\[89\],100.77
clknet_leaf_49_clk,100.74
clknet_leaf_258_clk,100.7
net193,100.68
u_auth_fsm.aes_key\[24\],100.64
u_auth_fsm.nonce_hist\[3\]\[111\],100.58
clknet_leaf_91_clk,100.56
_00044_,100.54
clknet_leaf_222_clk,100.54
_06977_,100.53
_11714_,100.52
u_auth_fsm.nonce_hist\[1\]\[67\],100.52
clknet_leaf_356_clk,100.5
_16859_,100.49
_13983_,100.445
_06128_,100.43
_08973_,100.425
_16168_,100.34
u_auth_fsm.nonce_hist\[4\]\[74\],100.335
_19006_,100.29
_08127_,100.24
_14682_,100.24
clknet_leaf_118_clk,100.24
clknet_leaf_287_clk,100.2
clknet_leaf_332_clk,100.2
_07745_,100.18
_07355_,100.14
_10257_,100.11
_08651_,100.04
clknet_leaf_190_clk,99.98
_12571_,99.92
net191,99.83
_09694_,99.8
net391,99.8
_17641_,99.76
net350,99.72
u_auth_fsm.aes_key\[85\],99.7
_09796_,99.68
_09734_,99.66
clknet_leaf_248_clk,99.58
_08531_,99.55
_12246_,99.52
clknet_leaf_228_clk,99.51
_18015_,99.48
_12640_,99.46
u_cmd_parser.challenge_nonce\[75\],99.39
_05131_,99.36
_12623_,99.36
_17303_,99.32
_17518_,99.28
_12687_,99.25
u_auth_fsm.aes_plaintext\[69\],99.24
net137,99.23
_09907_,99.18
net556,99.18
_06594_,99.16
_19276_,99.16
net847,99.16
_05962_,99.1
_11006_,99.04
net240,98.99
_13384_,98.9
clknet_leaf_182_clk,98.85
_11473_,98.82
clknet_leaf_247_clk,98.82
_18756_,98.8
net203,98.75
net208,98.7
u_auth_fsm.nonce_hist\[2\]\[96\],98.66
_09766_,98.64
_09338_,98.62
_18501_,98.54
net247,98.53
u_aes128.ciphertext\[63\],98.52
net164,98.52
u_auth_fsm.nonce_hist\[5\]\[50\],98.48
net192,98.48
_07771_,98.44
net129,98.42
net166,98.42
_08252_,98.405
clknet_leaf_237_clk,98.4
net227,98.36
clknet_leaf_45_clk,98.34
_09835_,98.33
_17052_,98.28
net212,98.26
clknet_leaf_375_clk,98.26
_19301_,98.24
clknet_leaf_55_clk,98.22
net87,98.19
_19334_,98.18
net291,98.16
u_auth_fsm.nonce_hist\[0\]\[6\],98.145
_09831_,98.1
_11592_,97.98
_10185_,97.97
net97,97.97
clknet_leaf_83_clk,97.97
net355,97.93
_05373_,97.92
clknet_leaf_246_clk,97.905
_05157_,97.88
net260,97.88
u_auth_fsm.nonce_hist\[5\]\[124\],97.84
net204,97.82
clknet_leaf_136_clk,97.82
_12215_,97.77
_08942_,97.76
u_auth_fsm.nonce_hist\[4\]\[100\],97.76
clknet_leaf_239_clk,97.71
_15985_,97.66
net180,97.64
_11075_,97.62
_06739_,97.52
_05922_,97.51
u_auth_fsm.nonce_hist\[5\]\[59\],97.5
net109,97.5
_10133_,97.475
u_cmd_parser.challenge_nonce\[47\],97.46
u_auth_fsm.nonce_hist\[3\]\[90\],97.405
_07436_,97.4
_09569_,97.38
clknet_leaf_46_clk,97.37
_09430_,97.34
_06373_,97.3
_06323_,97.29
_12262_,97.28
_18897_,97.26
net397,97.26
_14617_,97.2
_05392_,97.18
_05406_,97.18
u_auth_fsm.nonce_hist\[2\]\[2\],97.16
_16246_,97.155
net112,97.15
u_auth_fsm.nonce_hist\[3\]\[105\],97.12
clknet_leaf_314_clk,97.1
_07388_,97.07
_13951_,97.02
_08968_,96.98
_10947_,96.98
u_auth_fsm.aes_key\[81\],96.98
clknet_leaf_27_clk,96.955
_10675_,96.93
_14477_,96.92
_09391_,96.89
net348,96.89
u_auth_fsm.nonce_hist\[5\]\[22\],96.86
_05394_,96.85
_09353_,96.82
_06826_,96.81
_09080_,96.81
_09976_,96.8
clknet_leaf_256_clk,96.8
_07357_,96.78
_11000_,96.77
u_auth_fsm.aes_key\[113\],96.725
u_auth_fsm.nonce_hist\[4\]\[107\],96.72
net113,96.72
u_cmd_parser.nonce_reg\[90\],96.7
_18845_,96.64
u_auth_fsm.nonce_hist\[3\]\[98\],96.63
_13161_,96.6
_14958_,96.46
net307,96.455
clknet_leaf_371_clk,96.44
_11137_,96.42
u_cmd_parser.nonce_reg\[32\],96.42
net258,96.39
clknet_leaf_0_clk,96.28
u_auth_fsm.nonce_hist\[3\]\[118\],96.275
_05156_,96.26
_12193_,96.24
clknet_leaf_210_clk,96.24
clknet_leaf_411_clk,96.24
_07415_,96.22
_06758_,96.16
net149,96.07
net381,96.06
net107,96.05
net347,96.03
_12169_,96
_05848_,95.98
_06848_,95.98
u_auth_fsm.nonce_hist\[6\]\[90\],95.98
net269,95.98
_11126_,95.96
_10208_,95.94
u_auth_fsm.nonce_hist\[2\]\[58\],95.94
clknet_leaf_278_clk,95.92
_13457_,95.88
net335,95.81
clknet_leaf_25_clk,95.78
clknet_leaf_340_clk,95.78
_05368_,95.765
_09552_,95.76
_09537_,95.74
u_auth_fsm.nonce_hist\[5\]\[118\],95.66
net103,95.64
_01603_,95.6
clknet_leaf_203_clk,95.6
u_auth_fsm.nonce_hist\[4\]\[114\],95.57
_07795_,95.53
_11124_,95.515
_11887_,95.5
clknet_leaf_198_clk,95.48
net150,95.47
_05422_,95.46
_12311_,95.46
_07062_,95.41
_07328_,95.41
_06547_,95.405
net275,95.325
_13387_,95.32
net246,95.31
