net,length_um
clknet_leaf_322_clk,16.9
_01607_,16.88
_08911_,16.88
_09131_,16.88
_13162_,16.88
fifo_nonce\[5\]\[59\],16.88
_04895_,16.86
_07446_,16.86
_13277_,16.86
_14257_,16.86
_16439_,16.86
u_auth_fsm.nonce_hist\[2\]\[59\],16.86
u_auth_fsm.nonce_hist\[2\]\[86\],16.86
net2113,16.86
_05185_,16.85
_17921_,16.84
_18006_,16.84
_19137_,16.84
u_aes128.ciphertext\[50\],16.84
u_uart_rx.clk_cnt\[8\],16.84
net1132,16.84
_10215_,16.82
fifo_nonce\[2\]\[126\],16.82
fifo_nonce\[2\]\[15\],16.82
u_auth_fsm.cur_nonce\[64\],16.82
_03592_,16.81
fifo_nonce\[0\]\[85\],16.805
_08242_,16.8
_10460_,16.8
_11285_,16.8
fifo_nonce\[5\]\[60\],16.8
u_auth_fsm.tx_payload\[62\],16.8
_13065_,16.785
_10920_,16.78
_10962_,16.78
_12837_,16.78
_13289_,16.78
_14772_,16.78
_17742_,16.78
_17967_,16.78
fifo_nonce\[0\]\[4\],16.78
_08906_,16.76
_17137_,16.76
_17245_,16.76
_06847_,16.74
_19126_,16.74
net2182,16.74
_05952_,16.72
_09699_,16.72
_16771_,16.72
_19370_,16.72
u_auth_fsm.aes_key\[37\],16.72
u_auth_fsm.nonce_hist\[5\]\[34\],16.72
net2188,16.72
_07056_,16.7
fifo_nonce\[1\]\[96\],16.7
_07575_,16.68
_09879_,16.68
_11068_,16.68
u_auth_fsm.nonce_hist\[2\]\[31\],16.66
u_auth_fsm.secret_key\[42\],16.66
_18081_,16.64
u_aes128.round_key\[75\],16.64
u_auth_fsm.nonce_hist\[5\]\[5\],16.64
fifo_nonce\[2\]\[36\],16.62
fifo_nonce\[6\]\[122\],16.62
u_cmd_parser.timeout_cnt\[1\],16.62
net1384,16.62
_05802_,16.6
_10442_,16.6
_11721_,16.6
_14891_,16.6
u_auth_fsm.nonce_hist\[6\]\[63\],16.6
u_auth_fsm.tx_payload\[48\],16.6
net1457,16.6
fifo_nonce\[6\]\[48\],16.595
_04972_,16.58
_06795_,16.56
_10201_,16.56
_10319_,16.56
_14238_,16.56
_18189_,16.56
fifo_nonce\[2\]\[46\],16.56
fifo_nonce\[3\]\[18\],16.56
_07000_,16.54
_08992_,16.52
fifo_nonce\[1\]\[11\],16.52
u_auth_fsm.tx_payload\[112\],16.52
_14680_,16.51
_17294_,16.5
_19118_,16.5
_07002_,16.48
_07667_,16.48
_09487_,16.48
fifo_nonce\[0\]\[3\],16.48
fifo_nonce\[3\]\[20\],16.48
net593,16.48
net1827,16.48
_07788_,16.465
_11287_,16.46
_13570_,16.42
_14280_,16.42
_18500_,16.42
_18872_,16.42
_11042_,16.415
_18873_,16.405
_13834_,16.4
fifo_nonce\[5\]\[25\],16.4
u_auth_fsm.nonce_hist\[6\]\[64\],16.4
net508,16.4
_13571_,16.38
fifo_nonce\[7\]\[63\],16.38
u_auth_fsm.aes_plaintext\[46\],16.38
_03242_,16.36
_04962_,16.36
_06134_,16.36
fifo_nonce\[6\]\[69\],16.36
u_auth_fsm.nonce_hist\[4\]\[37\],16.36
u_auth_fsm.nonce_hist\[6\]\[76\],16.36
net2141,16.36
_17729_,16.355
_09441_,16.345
_07379_,16.34
_12226_,16.34
_17391_,16.34
_18844_,16.34
fifo_nonce\[1\]\[29\],16.34
u_auth_fsm.nonce_hist\[6\]\[69\],16.325
_05564_,16.32
_06541_,16.32
_10949_,16.32
fifo_nonce\[5\]\[40\],16.32
fifo_nonce\[5\]\[62\],16.32
net2241,16.32
_18314_,16.31
clknet_leaf_417_clk,16.31
_05638_,16.3
_10954_,16.3
_11613_,16.3
_17438_,16.3
_18721_,16.3
_19608_,16.3
u_auth_fsm.nonce_hist\[6\]\[39\],16.3
net2172,16.3
_10716_,16.28
_19377_,16.28
fifo_nonce\[4\]\[112\],16.28
u_auth_fsm.nonce_hist\[3\]\[101\],16.28
_03575_,16.26
_03578_,16.26
_05860_,16.26
_12819_,16.26
u_auth_fsm.nonce_hist\[6\]\[56\],16.26
_12359_,16.24
fifo_nonce\[1\]\[20\],16.24
fifo_nonce\[3\]\[124\],16.24
fifo_nonce\[5\]\[111\],16.24
u_auth_fsm.cooldown_cnt\[1\],16.24
net492,16.24
net717,16.24
_17995_,16.235
_06965_,16.22
_07035_,16.22
_08773_,16.22
_09083_,16.22
_09873_,16.22
_09936_,16.22
_11398_,16.22
_13462_,16.22
_18625_,16.22
_18989_,16.22
_19645_,16.22
u_auth_fsm.cur_nonce\[66\],16.22
net2184,16.22
_05456_,16.2
_06910_,16.2
fifo_nonce\[5\]\[33\],16.2
u_aes128.round_key\[38\],16.2
_08058_,16.18
_08077_,16.18
u_auth_fsm.nonce_hist\[1\]\[126\],16.18
net1593,16.18
u_auth_fsm.hist_wr_ptr\[2\],16.17
_08532_,16.16
u_cmd_parser.crc_reg\[10\],16.16
_06552_,16.14
_10874_,16.14
_19127_,16.14
fifo_nonce\[5\]\[42\],16.14
fifo_nonce\[7\]\[25\],16.14
_09260_,16.12
_14516_,16.12
net2034,16.12
u_auth_fsm.nonce_hist\[7\]\[24\],16.105
_08496_,16.1
_11500_,16.1
_12833_,16.1
_18226_,16.1
fifo_nonce\[5\]\[7\],16.1
_06372_,16.07
_09115_,16.06
u_auth_fsm.nonce_hist\[3\]\[64\],16.06
_06544_,16.04
_12713_,16.04
fifo_nonce\[5\]\[115\],16.04
_14639_,16.02
_18813_,16.02
_19007_,16.02
_19207_,16.02
_19419_,16.02
u_aes128.round_key\[34\],16.02
u_auth_fsm.cur_nonce\[39\],16.02
u_auth_fsm.tx_payload\[122\],16.02
_18658_,16.005
_04849_,16
_10814_,16
_11392_,16
u_auth_fsm.nonce_hist\[2\]\[23\],16
u_cmd_parser.nonce_reg\[8\],16
net495,16
_18441_,15.985
_01179_,15.98
_05663_,15.98
_12414_,15.98
_14481_,15.98
u_auth_fsm.aes_key\[48\],15.98
u_auth_fsm.nonce_hist\[7\]\[121\],15.98
clknet_leaf_11_clk,15.98
net814,15.98
net861,15.98
_03243_,15.96
_05140_,15.96
_06320_,15.96
_10359_,15.96
_11151_,15.96
_14598_,15.96
_19201_,15.96
fifo_nonce\[7\]\[119\],15.96
net2412,15.96
_11258_,15.94
_19670_,15.94
u_auth_fsm.nonce_hist\[4\]\[64\],15.94
u_auth_fsm.nonce_hist\[7\]\[56\],15.94
net1510,15.94
net1569,15.94
_17430_,15.925
u_auth_fsm.tx_payload\[27\],15.92
u_cmd_parser.nonce_reg\[40\],15.92
net1,15.92
net1879,15.92
_17928_,15.91
u_auth_fsm.nonce_hist\[5\]\[126\],15.91
_14501_,15.905
_19482_,15.9
fifo_nonce\[3\]\[10\],15.9
u_auth_fsm.nonce_hist\[5\]\[62\],15.9
_13034_,15.885
_06619_,15.88
_08500_,15.88
fifo_nonce\[1\]\[125\],15.88
u_auth_fsm.tx_payload\[56\],15.88
_07494_,15.86
_17876_,15.86
_19615_,15.86
u_aes128.ciphertext\[123\],15.86
u_auth_fsm.aes_plaintext\[66\],15.86
u_auth_fsm.nonce_hist\[7\]\[122\],15.86
net684,15.86
_06994_,15.84
_08780_,15.84
_09820_,15.84
_13954_,15.84
_17723_,15.84
_18515_,15.84
net1755,15.84
_06098_,15.82
_07640_,15.82
_14069_,15.82
_08815_,15.8
_11612_,15.8
_14151_,15.8
_18635_,15.8
_04850_,15.78
_11194_,15.78
_15889_,15.78
u_auth_fsm.nonce_hist\[2\]\[28\],15.78
u_auth_fsm.nonce_hist\[3\]\[25\],15.78
net627,15.78
net1524,15.78
_11579_,15.77
_06928_,15.765
_05577_,15.76
_13203_,15.76
u_auth_fsm.aes_plaintext\[59\],15.76
net820,15.76
net2053,15.76
_01381_,15.74
u_cmd_parser.cmd_reg\[3\],15.74
_08886_,15.72
_12593_,15.72
_18142_,15.72
u_aes128.round_key\[84\],15.72
u_auth_fsm.nonce_hist\[2\]\[25\],15.72
net2144,15.72
_07484_,15.7
_08789_,15.7
_18462_,15.7
fifo_nonce\[1\]\[40\],15.7
_08291_,15.695
_10366_,15.68
_17643_,15.68
_18450_,15.68
net476,15.68
net675,15.68
_03636_,15.66
_05963_,15.66
_11499_,15.66
_18378_,15.66
_06409_,15.64
_08415_,15.64
_10198_,15.64
_11713_,15.64
_18086_,15.64
_18347_,15.64
u_auth_fsm.hist_wr_ptr\[0\],15.64
net953,15.64
_17653_,15.635
_13567_,15.625
_05562_,15.62
_06092_,15.62
_06531_,15.62
_08821_,15.62
_10425_,15.62
_10845_,15.62
_13670_,15.62
_18277_,15.62
fifo_nonce\[1\]\[81\],15.62
net1936,15.62
net2043,15.62
_06499_,15.6
_13101_,15.6
_14172_,15.6
fifo_nonce\[6\]\[68\],15.6
u_aes128.round_key\[108\],15.6
_16847_,15.595
fifo_nonce\[2\]\[111\],15.58
_09957_,15.56
_12763_,15.56
_13915_,15.56
fifo_nonce\[1\]\[46\],15.56
fifo_nonce\[3\]\[123\],15.56
u_auth_fsm.aes_plaintext\[12\],15.56
u_cmd_parser.timeout_cnt\[9\],15.56
net2366,15.56
_18679_,15.54
fifo_count\[2\],15.54
net2008,15.54
_03556_,15.52
_07756_,15.52
u_auth_fsm.nonce_hist\[6\]\[67\],15.52
u_uart_tx.clk_cnt\[2\],15.52
u_auth_fsm.aes_key\[51\],15.515
_01430_,15.5
_06190_,15.5
_10340_,15.5
_11969_,15.5
_18599_,15.5
u_auth_fsm.nonce_hist\[3\]\[17\],15.5
net1845,15.5
_14418_,15.48
_16445_,15.48
u_auth_fsm.cur_nonce\[42\],15.48
net1225,15.48
_01432_,15.46
_10872_,15.46
_17613_,15.46
u_auth_fsm.cooldown_cnt\[7\],15.46
_10994_,15.44
_19431_,15.44
u_auth_fsm.aes_key\[55\],15.44
net1623,15.44
_01417_,15.42
_06677_,15.42
_07606_,15.42
_07927_,15.42
_03563_,15.4
_09186_,15.4
_13555_,15.4
_14076_,15.4
locked_out_o,15.4
u_auth_fsm.nonce_hist\[3\]\[32\],15.4
_12589_,15.39
_08656_,15.38
_14144_,15.38
u_auth_fsm.nonce_hist\[4\]\[5\],15.38
_05471_,15.365
_06944_,15.36
_08084_,15.36
_08166_,15.36
_12653_,15.36
_17736_,15.36
_05823_,15.34
_09141_,15.34
_11169_,15.34
_19699_,15.34
fifo_nonce\[5\]\[109\],15.34
u_auth_fsm.nonce_hist\[2\]\[127\],15.34
u_auth_fsm.nonce_hist\[7\]\[16\],15.34
clknet_leaf_366_clk,15.34
_04925_,15.32
_06477_,15.32
_09037_,15.32
_19306_,15.32
fifo_nonce\[3\]\[49\],15.32
u_auth_fsm.fail_cnt\[0\],15.32
u_cmd_parser.nonce_reg\[102\],15.32
_17539_,15.315
_03545_,15.3
_09949_,15.3
_09983_,15.3
_11919_,15.3
_12710_,15.3
_18849_,15.3
fifo_nonce\[3\]\[23\],15.3
net2083,15.3
_18118_,15.285
_05635_,15.28
_05640_,15.28
_05790_,15.28
_08731_,15.28
_10418_,15.28
_16452_,15.28
_19267_,15.28
u_auth_fsm.nonce_hist\[3\]\[15\],15.265
_05706_,15.26
_07422_,15.26
_07481_,15.26
_18045_,15.26
_18670_,15.26
u_cmd_parser.nonce_reg\[39\],15.26
net2039,15.26
fifo_nonce\[0\]\[28\],15.245
_19614_,15.24
fifo_nonce\[5\]\[119\],15.24
u_auth_fsm.nonce_hist\[3\]\[73\],15.24
fifo_nonce\[7\]\[15\],15.23
_03201_,15.22
_08401_,15.22
_11144_,15.22
_12309_,15.22
fifo_nonce\[5\]\[97\],15.22
u_aes128.gen_key_sbox\[3\].sb_key.in\[5\],15.22
u_auth_fsm.cooldown_cnt\[26\],15.22
u_auth_fsm.nonce_hist\[6\]\[97\],15.22
_19328_,15.2
_01078_,15.195
_07823_,15.18
_17638_,15.18
u_auth_fsm.nonce_hist\[6\]\[113\],15.18
_03589_,15.17
_08103_,15.16
_11114_,15.16
_13209_,15.16
u_uart_tx.clk_cnt\[11\],15.16
_04959_,15.14
_08403_,15.14
_09385_,15.14
_11548_,15.14
_18234_,15.14
fifo_nonce\[5\]\[107\],15.14
net1377,15.14
_11110_,15.13
_10000_,15.12
_18402_,15.12
_13844_,15.1
_17310_,15.1
_18126_,15.1
_18461_,15.1
_18995_,15.1
fifo_nonce\[3\]\[24\],15.1
fifo_nonce\[3\]\[99\],15.1
u_auth_fsm.hdr_idx\[2\],15.1
u_auth_fsm.nonce_hist\[7\]\[25\],15.1
_03625_,15.09
_12883_,15.08
_19269_,15.08
net1014,15.08
_12482_,15.06
_18702_,15.06
fifo_nonce\[0\]\[53\],15.06
net729,15.06
_19651_,15.045
_08887_,15.04
_13414_,15.04
_19595_,15.02
_19655_,15.02
fifo_nonce\[3\]\[1\],15.02
u_cmd_parser.nonce_reg\[91\],15.02
_14209_,15.01
_01395_,15
_05052_,15
_07477_,15
_08465_,15
_14671_,15
_19450_,15
_06152_,14.98
_07244_,14.98
u_auth_fsm.nonce_hist\[7\]\[82\],14.98
_04949_,14.96
_13238_,14.96
u_auth_fsm.nonce_hist\[7\]\[107\],14.96
net1114,14.96
_03585_,14.94
_09951_,14.94
_14824_,14.94
_17123_,14.94
fifo_nonce\[1\]\[80\],14.94
u_auth_fsm.secret_key\[43\],14.94
u_auth_fsm.tx_payload\[51\],14.94
net2166,14.94
u_auth_fsm.nonce_hist\[4\]\[66\],14.935
_08819_,14.93
_11306_,14.92
_11891_,14.92
_12907_,14.92
_13185_,14.92
_13396_,14.92
_17284_,14.92
u_auth_fsm.nonce_hist\[1\]\[112\],14.92
_17563_,14.91
_09542_,14.9
_11155_,14.9
fifo_nonce\[3\]\[35\],14.9
fifo_nonce\[5\]\[26\],14.9
_11958_,14.89
_08351_,14.88
_11182_,14.88
u_auth_fsm.aes_plaintext\[116\],14.88
u_auth_fsm.cur_nonce\[19\],14.88
u_auth_fsm.nonce_hist\[4\]\[87\],14.88
net1900,14.88
_17177_,14.87
_05812_,14.86
_14304_,14.86
_19076_,14.86
fifo_nonce\[3\]\[7\],14.86
fifo_nonce\[4\]\[90\],14.86
fifo_nonce\[4\]\[92\],14.86
u_auth_fsm.nonce_hist\[7\]\[0\],14.845
u_auth_fsm.nonce_hist\[1\]\[13\],14.84
u_uart_rx.clk_cnt\[10\],14.84
_01893_,14.82
_10860_,14.82
_18753_,14.82
fifo_nonce\[4\]\[44\],14.82
u_aes128.gen_state_sbox\[5\].sb_state.in\[5\],14.82
net619,14.82
_03831_,14.8
_13459_,14.8
_19597_,14.8
net1940,14.8
_19573_,14.795
_01317_,14.785
_09139_,14.78
_11682_,14.78
_13220_,14.78
_13897_,14.78
fifo_nonce\[5\]\[39\],14.78
net2107,14.78
_00921_,14.76
_06894_,14.76
_12012_,14.76
_19223_,14.76
net2102,14.76
_04742_,14.74
u_auth_fsm.nonce_hist\[4\]\[13\],14.74
_03213_,14.72
_17485_,14.72
_19019_,14.72
_05623_,14.7
net943,14.7
u_auth_fsm.nonce_hist\[7\]\[53\],14.685
_05679_,14.68
_06209_,14.68
_09179_,14.68
_09816_,14.68
_11536_,14.68
_18329_,14.68
_18737_,14.68
fifo_nonce\[1\]\[119\],14.68
fifo_nonce\[1\]\[84\],14.68
u_aes128.round_key\[87\],14.68
_08572_,14.665
_10351_,14.66
fifo_nonce\[6\]\[116\],14.66
net2096,14.66
u_cmd_parser.timeout_cnt\[5\],14.65
_04050_,14.64
_05805_,14.64
_17385_,14.64
_17935_,14.64
fifo_nonce\[2\]\[2\],14.64
_06355_,14.62
_07508_,14.62
fifo_nonce\[3\]\[38\],14.62
u_auth_fsm.cur_nonce\[89\],14.62
net638,14.62
net2115,14.62
_10159_,14.6
fifo_nonce\[1\]\[62\],14.6
u_auth_fsm.nonce_hist\[1\]\[75\],14.6
u_cmd_parser.nonce_reg\[76\],14.6
_05727_,14.58
_05909_,14.58
_12106_,14.58
_17108_,14.575
_18021_,14.575
fifo_nonce\[2\]\[86\],14.56
u_auth_fsm.aes_plaintext\[125\],14.56
u_auth_fsm.aes_plaintext\[94\],14.56
_18860_,14.55
net552,14.54
_07739_,14.52
_09279_,14.52
_16897_,14.52
_19323_,14.52
fifo_nonce\[5\]\[6\],14.52
u_auth_fsm.nonce_hist\[5\]\[39\],14.52
_03818_,14.5
_16934_,14.5
fifo_nonce\[4\]\[94\],14.5
u_auth_fsm.nonce_hist\[3\]\[69\],14.495
_07985_,14.48
_11404_,14.48
_18968_,14.48
u_aes128.ciphertext\[121\],14.48
u_auth_fsm.nonce_hist\[6\]\[121\],14.48
net2063,14.48
net2105,14.48
net2142,14.48
_06481_,14.46
_08007_,14.46
_08085_,14.46
_10003_,14.46
_10733_,14.46
_13321_,14.46
_13503_,14.46
_14341_,14.46
_18470_,14.46
fifo_nonce\[2\]\[84\],14.46
u_auth_fsm.tx_payload\[90\],14.46
net1910,14.46
net2057,14.46
net2145,14.45
_13255_,14.44
_16428_,14.44
_17504_,14.44
fifo_nonce\[2\]\[102\],14.44
net1906,14.44
_17621_,14.435
_04912_,14.42
_06030_,14.42
_07665_,14.42
_10191_,14.42
_10381_,14.42
_11824_,14.42
_19142_,14.42
fifo_nonce\[7\]\[71\],14.42
net2291,14.42
_00770_,14.405
_11792_,14.4
_12871_,14.4
_14185_,14.4
_14567_,14.4
fifo_nonce\[5\]\[46\],14.4
_06414_,14.39
_08680_,14.38
_12617_,14.38
_12902_,14.38
_13581_,14.38
u_auth_fsm.nonce_hist\[6\]\[81\],14.38
net426,14.38
_14788_,14.375
_17483_,14.36
net1101,14.36
_19279_,14.34
_19474_,14.34
u_aes128.ciphertext\[52\],14.34
_09111_,14.32
_09215_,14.32
_18249_,14.32
fifo_nonce\[2\]\[85\],14.32
_17010_,14.305
_07013_,14.3
fifo_nonce\[0\]\[50\],14.3
fifo_nonce\[0\]\[58\],14.3
fifo_nonce\[7\]\[17\],14.3
_10649_,14.28
u_aes128.round_key\[40\],14.28
_01159_,14.26
_08883_,14.26
_14486_,14.26
_17571_,14.26
fifo_nonce\[1\]\[5\],14.26
_08012_,14.24
_08116_,14.24
_13576_,14.24
_15795_,14.24
_19506_,14.24
u_auth_fsm.hist_valid\[4\],14.24
net1468,14.24
net2140,14.22
_06838_,14.2
fifo_nonce\[6\]\[29\],14.2
net2253,14.2
_12301_,14.18
_16441_,14.18
_17187_,14.18
_19619_,14.18
u_auth_fsm.aes_key\[21\],14.18
_09144_,14.165
net2171,14.16
_08238_,14.14
_13273_,14.14
_13904_,14.14
_13979_,14.14
u_auth_fsm.secret_key\[103\],14.14
_10084_,14.125
fifo_nonce\[7\]\[101\],14.12
fifo_nonce\[3\]\[61\],14.105
_06051_,14.1
_13095_,14.1
_17863_,14.1
_19475_,14.1
u_aes128.round_key\[73\],14.1
net2125,14.1
_03852_,14.08
_16348_,14.08
net791,14.08
u_auth_fsm.tx_payload\[106\],14.065
_08371_,14.06
_17097_,14.06
_17776_,14.06
_18305_,14.06
u_auth_fsm.nonce_hist\[2\]\[124\],14.06
u_auth_fsm.nonce_hist\[4\]\[31\],14.06
_08396_,14.04
_10490_,14.04
_10567_,14.04
net522,14.04
_08728_,14.02
_09579_,14.02
_11168_,14.02
_17252_,14.02
net1295,14.02
_05810_,14
_06432_,14
_07695_,14
_10939_,14
_17356_,14
u_auth_fsm.nonce_hist\[2\]\[125\],13.99
_08323_,13.98
_09288_,13.98
_09877_,13.98
_09932_,13.98
_13716_,13.98
_12690_,13.965
_06189_,13.96
_09938_,13.96
_09977_,13.96
_10278_,13.96
_10914_,13.96
_18782_,13.96
u_auth_fsm.cur_nonce\[22\],13.96
u_auth_fsm.nonce_hist\[6\]\[68\],13.96
net606,13.96
net848,13.96
net1834,13.96
net2071,13.96
_13270_,13.94
_09553_,13.9
_09584_,13.9
_17812_,13.9
fifo_nonce\[3\]\[67\],13.9
u_cmd_parser.crc_hi_reg\[6\],13.9
net762,13.9
_11540_,13.88
_13656_,13.88
_17164_,13.88
_19648_,13.88
net2143,13.88
fifo_nonce\[5\]\[75\],13.865
_12066_,13.86
_13793_,13.86
_16579_,13.86
net1355,13.86
net2403,13.86
_05522_,13.845
_07669_,13.84
_10902_,13.84
_17470_,13.84
fifo_nonce\[3\]\[51\],13.84
_17188_,13.835
_10989_,13.8
_15674_,13.78
_19209_,13.78
fifo_nonce\[2\]\[41\],13.78
_07352_,13.76
_08851_,13.76
_11052_,13.76
fifo_nonce\[5\]\[41\],13.76
u_auth_fsm.tx_payload\[99\],13.76
net1902,13.76
_07233_,13.755
_07499_,13.74
_08856_,13.74
_09813_,13.74
_13327_,13.74
_19036_,13.74
u_auth_fsm.nonce_hist\[4\]\[22\],13.74
net1690,13.74
net2076,13.74
u_auth_fsm.tx_payload\[8\],13.73
_01909_,13.725
_04074_,13.72
_04709_,13.72
_11162_,13.72
_17835_,13.72
fifo_nonce\[3\]\[19\],13.72
fifo_nonce\[3\]\[53\],13.72
u_auth_fsm.secret_key\[49\],13.72
net1509,13.72
net2513,13.72
u_uart_tx.tx_data\[2\],13.705
_05494_,13.7
_13529_,13.7
_14917_,13.7
_19698_,13.7
_06729_,13.68
_07503_,13.68
_12003_,13.68
_12462_,13.68
_12941_,13.68
_19367_,13.68
fifo_nonce\[2\]\[26\],13.68
net2014,13.68
net2074,13.68
net2190,13.68
_06293_,13.675
_07509_,13.66
_13522_,13.66
_18570_,13.66
_19169_,13.66
u_aes128.round_key\[33\],13.66
u_auth_fsm.tx_payload\[83\],13.66
net954,13.66
_12864_,13.64
_14579_,13.64
_18887_,13.64
fifo_nonce\[0\]\[26\],13.64
u_auth_fsm.nonce_hist\[1\]\[40\],13.64
_18141_,13.635
_15422_,13.62
_19104_,13.62
net2169,13.62
net2402,13.62
_07180_,13.6
_19566_,13.6
fifo_nonce\[2\]\[40\],13.6
fifo_nonce\[2\]\[8\],13.6
u_auth_fsm.aes_plaintext\[17\],13.6
u_auth_fsm.nonce_hist\[3\]\[39\],13.6
_07637_,13.58
_08448_,13.58
_12123_,13.58
_12178_,13.58
_13606_,13.58
_14056_,13.58
fifo_nonce\[5\]\[100\],13.58
fifo_nonce\[7\]\[66\],13.58
u_auth_fsm.nonce_hist\[5\]\[72\],13.58
u_auth_fsm.tx_payload\[76\],13.58
_06956_,13.56
_07933_,13.56
_14139_,13.56
_15221_,13.56
u_auth_fsm.nonce_hist\[6\]\[42\],13.56
net464,13.56
net546,13.56
u_auth_fsm.nonce_hist\[4\]\[4\],13.545
_04254_,13.54
_04956_,13.54
_06564_,13.54
_08144_,13.54
_10819_,13.54
_13254_,13.54
fifo_nonce\[1\]\[17\],13.54
u_cmd_parser.cmd_reg\[5\],13.54
net2134,13.54
_07941_,13.52
_17254_,13.52
_19057_,13.52
fifo_nonce\[3\]\[125\],13.52
u_auth_fsm.nonce_hist\[6\]\[14\],13.515
_04288_,13.5
_08293_,13.5
_09154_,13.5
_10826_,13.5
_11635_,13.5
_16475_,13.5
_18107_,13.5
_18826_,13.5
_19133_,13.5
u_auth_fsm.aes_plaintext\[50\],13.5
u_auth_fsm.nonce_hist\[7\]\[70\],13.5
u_auth_fsm.secret_key\[2\],13.5
u_cmd_parser.nonce_reg\[1\],13.5
net1775,13.5
net2117,13.5
net2482,13.5
_14838_,13.49
_15740_,13.48
_16159_,13.48
fifo_nonce\[6\]\[91\],13.48
net735,13.48
_02103_,13.46
_05325_,13.46
fifo_nonce\[5\]\[118\],13.46
u_cmd_parser.state\[2\],13.46
_04833_,13.44
_06819_,13.44
_07001_,13.44
_07633_,13.44
_08784_,13.44
fifo_nonce\[4\]\[7\],13.44
u_cmd_parser.crc_reg\[13\],13.44
net1356,13.44
_06107_,13.42
_10009_,13.42
_13288_,13.42
_13669_,13.42
_17549_,13.42
_18241_,13.42
_19527_,13.42
u_cmd_parser.payload_count\[2\],13.42
fifo_nonce\[7\]\[122\],13.415
_14247_,13.4
_19027_,13.4
_07619_,13.38
_09707_,13.38
_10848_,13.38
_14731_,13.38
_18285_,13.38
_19579_,13.38
fifo_nonce\[1\]\[37\],13.38
u_auth_fsm.aes_key\[50\],13.38
u_auth_fsm.tx_payload\[113\],13.38
net840,13.38
net1116,13.38
_11580_,13.36
kdf_state\[1\],13.36
_07784_,13.34
_15803_,13.34
_17353_,13.34
fifo_nonce\[5\]\[103\],13.34
u_aes128.gen_state_sbox\[12\].sb_state.in\[6\],13.34
u_cmd_parser.timeout_cnt\[17\],13.34
fifo_nonce\[6\]\[11\],13.335
_08748_,13.32
_17345_,13.32
net2089,13.32
net2451,13.32
net1269,13.315
_05609_,13.3
_08663_,13.3
_10988_,13.3
_13067_,13.3
_13943_,13.3
_17160_,13.3
fifo_nonce\[3\]\[63\],13.3
fifo_nonce\[7\]\[118\],13.3
u_aes128.gen_key_sbox\[3\].sb_key.in\[3\],13.3
u_auth_fsm.nonce_hist\[6\]\[8\],13.3
u_auth_fsm.nonce_hist\[7\]\[39\],13.3
u_auth_fsm.secret_key\[65\],13.3
u_cmd_parser.nonce_reg\[4\],13.3
net2355,13.3
_11273_,13.285
_14004_,13.28
fifo_nonce\[3\]\[74\],13.28
fifo_nonce\[3\]\[76\],13.28
net1015,13.28
net2128,13.28
_10427_,13.27
_04701_,13.26
_05550_,13.26
_06262_,13.26
_16527_,13.26
_17040_,13.26
_18348_,13.26
_19341_,13.26
fifo_nonce\[3\]\[0\],13.26
fifo_nonce\[3\]\[80\],13.26
u_auth_fsm.nonce_hist\[5\]\[112\],13.26
_12821_,13.255
u_auth_fsm.nonce_hist\[5\]\[17\],13.255
_13054_,13.25
_02767_,13.24
fifo_nonce\[2\]\[70\],13.24
net2189,13.24
_18055_,13.225
_06188_,13.22
_13119_,13.22
_13316_,13.22
_18476_,13.22
u_auth_fsm.aes_key\[119\],13.22
u_auth_fsm.nonce_hist\[5\]\[73\],13.22
net1068,13.22
net2360,13.22
_13163_,13.21
_01612_,13.2
_06891_,13.2
_08614_,13.2
_11029_,13.2
_11669_,13.2
_12320_,13.2
_17012_,13.2
_17335_,13.2
_18150_,13.2
_19342_,13.2
u_auth_fsm.nonce_hist\[1\]\[32\],13.2
_09616_,13.195
_06967_,13.18
_08083_,13.18
_08506_,13.18
_11709_,13.18
fifo_nonce\[4\]\[120\],13.18
fifo_nonce\[7\]\[3\],13.18
net502,13.18
_14836_,13.165
net744,13.165
_03361_,13.16
_05989_,13.16
_08816_,13.16
_12347_,13.16
_15892_,13.16
_18385_,13.16
fifo_nonce\[2\]\[108\],13.16
net697,13.145
_17703_,13.14
_17937_,13.14
_19600_,13.14
fifo_nonce\[6\]\[83\],13.14
_10976_,13.135
_03633_,13.12
_06184_,13.12
_07224_,13.12
_13159_,13.12
fifo_nonce\[2\]\[51\],13.12
u_auth_fsm.cur_nonce\[76\],13.12
u_cmd_parser.cmd_get_id,13.12
net1021,13.12
_05828_,13.1
_06899_,13.1
_16998_,13.1
_17815_,13.1
fifo_nonce\[2\]\[121\],13.1
u_auth_fsm.secret_key\[54\],13.1
_08685_,13.085
_04537_,13.08
_06871_,13.08
_07971_,13.08
_09515_,13.08
_13241_,13.08
_15408_,13.08
_18929_,13.08
_19155_,13.08
_19433_,13.08
_01112_,13.065
_06133_,13.06
_14409_,13.06
_14753_,13.06
net2247,13.06
_01330_,13.04
_06010_,13.04
_07604_,13.04
_08120_,13.04
_10636_,13.04
_12073_,13.04
_14812_,13.04
fifo_nonce\[3\]\[79\],13.04
u_auth_fsm.cur_nonce\[4\],13.04
net2098,13.04
_03740_,13.02
_04511_,13.02
_10840_,13.02
_17179_,13.02
_18949_,13.02
u_auth_fsm.cooldown_cnt\[24\],13.02
_10784_,13
_14530_,13
_17423_,13
_17555_,13
_18306_,13
u_auth_fsm.nonce_hist\[4\]\[2\],13
net423,13
net621,13
net822,13
