net,length_um
clknet_leaf_4_clk,77.3
_09735_,77.265
_13131_,77.24
u_aes128.ciphertext\[8\],77.24
_12638_,77.2
u_aes128.ciphertext\[89\],77.2
u_auth_fsm.aes_plaintext\[102\],77.16
u_auth_fsm.nonce_hist\[6\]\[102\],77.12
u_aes128.gen_key_sbox\[0\].sb_key.in\[1\],77.1
_08082_,77.08
_08648_,77.075
_18640_,77.07
clknet_leaf_311_clk,77.06
_09737_,76.98
u_auth_fsm.nonce_hist\[0\]\[109\],76.9
_07489_,76.88
clknet_leaf_387_clk,76.74
_05773_,76.63
u_auth_fsm.nonce_hist\[7\]\[2\],76.56
clknet_leaf_309_clk,76.54
_11914_,76.515
u_auth_fsm.nonce_hist\[0\]\[21\],76.495
net480,76.44
_11627_,76.4
u_aes128.ciphertext\[10\],76.4
_09914_,76.38
_19197_,76.38
clknet_leaf_333_clk,76.34
u_auth_fsm.nonce_hist\[7\]\[58\],76.315
clknet_leaf_185_clk,76.3
_12266_,76.28
_12292_,76.27
clknet_leaf_59_clk,76.26
_19576_,76.18
u_auth_fsm.nonce_hist\[1\]\[74\],76.175
u_auth_fsm.nonce_hist\[1\]\[82\],76.16
clknet_leaf_102_clk,76.16
u_auth_fsm.nonce_hist\[5\]\[82\],76.14
_10559_,76.12
u_auth_fsm.nonce_hist\[5\]\[56\],76.1
u_aes128.ciphertext\[13\],76.08
clknet_leaf_87_clk,76.07
clknet_leaf_165_clk,76.02
clknet_leaf_106_clk,75.96
u_auth_fsm.nonce_hist\[0\]\[51\],75.91
_09446_,75.9
_10601_,75.85
clknet_leaf_30_clk,75.82
_09931_,75.8
clknet_leaf_146_clk,75.78
_11843_,75.73
_09359_,75.72
clknet_leaf_435_clk,75.7
_18796_,75.68
u_auth_fsm.aes_key\[97\],75.68
u_aes128.ciphertext\[12\],75.66
_19158_,75.62
u_auth_fsm.nonce_hist\[0\]\[50\],75.62
_06873_,75.56
_09806_,75.5
_06824_,75.42
_11482_,75.4
clknet_leaf_180_clk,75.38
clknet_leaf_101_clk,75.36
clknet_leaf_137_clk,75.36
_06733_,75.34
u_auth_fsm.nonce_hist\[0\]\[36\],75.32
_11988_,75.3
_05882_,75.28
clknet_leaf_297_clk,75.26
_13200_,75.24
u_auth_fsm.nonce_hist\[0\]\[125\],75.22
u_auth_fsm.nonce_hist\[3\]\[60\],75.2
_11815_,75.18
_10192_,75.13
u_auth_fsm.nonce_hist\[6\]\[20\],75.08
net449,75.08
_09337_,75.04
_17220_,75.02
clknet_leaf_67_clk,75.02
_12772_,75
_16841_,75
clknet_leaf_260_clk,75
_06386_,74.98
_13519_,74.94
clknet_leaf_259_clk,74.94
u_aes128.ciphertext\[16\],74.92
_10267_,74.9
_12984_,74.9
_07469_,74.82
_19426_,74.82
u_aes128.gen_state_sbox\[13\].sb_state.in\[5\],74.82
clknet_leaf_312_clk,74.82
_09346_,74.77
_08977_,74.72
_11782_,74.72
_19624_,74.72
u_auth_fsm.nonce_hist\[5\]\[28\],74.705
_11555_,74.68
net211,74.65
clknet_leaf_301_clk,74.6
clknet_leaf_253_clk,74.535
_09238_,74.46
_07809_,74.42
_11602_,74.42
_11369_,74.36
_08889_,74.35
u_auth_fsm.nonce_hist\[2\]\[92\],74.32
_14794_,74.3
u_auth_fsm.nonce_hist\[0\]\[33\],74.3
u_auth_fsm.tx_payload\[50\],74.29
_10467_,74.28
u_auth_fsm.nonce_hist\[0\]\[108\],74.28
_05197_,74.25
_09118_,74.18
clknet_leaf_115_clk,74.17
_16811_,74.14
u_auth_fsm.nonce_hist\[4\]\[106\],74.125
u_auth_fsm.nonce_hist\[5\]\[105\],74.105
_10921_,74.085
u_auth_fsm.aes_key\[27\],74.06
_13113_,73.98
u_cmd_parser.challenge_nonce\[64\],73.97
_06015_,73.96
_07322_,73.96
u_auth_fsm.nonce_hist\[6\]\[51\],73.96
_08330_,73.94
u_auth_fsm.nonce_hist\[0\]\[53\],73.92
u_auth_fsm.nonce_hist\[1\]\[83\],73.92
u_auth_fsm.nonce_hist\[7\]\[104\],73.91
_08629_,73.9
clknet_leaf_170_clk,73.88
clknet_leaf_156_clk,73.84
_19285_,73.8
u_auth_fsm.aes_plaintext\[105\],73.8
_06868_,73.78
_08637_,73.68
_18161_,73.68
u_auth_fsm.aes_key\[79\],73.68
_10688_,73.66
_10143_,73.65
u_auth_fsm.nonce_hist\[5\]\[66\],73.635
net376,73.6
u_auth_fsm.nonce_hist\[2\]\[111\],73.595
_08200_,73.59
clknet_leaf_381_clk,73.58
_06404_,73.52
clknet_leaf_300_clk,73.5
_07880_,73.49
_10584_,73.48
_13695_,73.48
_14179_,73.48
_06889_,73.46
_17945_,73.46
_18533_,73.44
clknet_leaf_386_clk,73.44
net482,73.42
u_auth_fsm.nonce_hist\[5\]\[106\],73.365
u_aes128.ciphertext\[31\],73.3
u_auth_fsm.aes_key\[123\],73.22
_10984_,73.2
clknet_leaf_82_clk,73.2
_11844_,73.18
u_auth_fsm.nonce_hist\[3\]\[67\],73.18
u_auth_fsm.nonce_hist\[4\]\[71\],73.165
_06633_,73.16
_09388_,73.16
_09939_,73.145
_06478_,73.14
clknet_leaf_428_clk,73.12
net393,73.115
_12686_,73.1
_17185_,73.1
u_auth_fsm.aes_key\[99\],73.1
_13093_,73.07
clknet_leaf_133_clk,73.06
_17820_,73.02
u_aes128.gen_state_sbox\[10\].sb_state.in\[6\],72.98
u_aes128.gen_key_sbox\[1\].sb_key.in\[2\],72.96
u_auth_fsm.aes_plaintext\[108\],72.94
_14005_,72.9
_12116_,72.88
net447,72.86
clknet_leaf_68_clk,72.84
clknet_leaf_75_clk,72.82
_08733_,72.8
u_auth_fsm.nonce_hist\[4\]\[33\],72.78
u_auth_fsm.nonce_hist\[0\]\[102\],72.76
_06653_,72.72
_12222_,72.7
_13399_,72.64
clknet_leaf_310_clk,72.64
_13234_,72.635
clknet_leaf_224_clk,72.625
_13964_,72.62
_05518_,72.6
_11945_,72.565
u_auth_fsm.aes_plaintext\[79\],72.56
u_auth_fsm.nonce_hist\[0\]\[69\],72.56
_10702_,72.55
clknet_leaf_78_clk,72.54
u_cmd_parser.challenge_nonce\[71\],72.52
_08542_,72.49
_05390_,72.48
_07817_,72.48
_19440_,72.4
_10707_,72.38
_11387_,72.35
_11416_,72.34
_18379_,72.34
_07785_,72.32
_11780_,72.32
u_auth_fsm.nonce_hist\[4\]\[101\],72.32
_13122_,72.3
u_auth_fsm.nonce_hist\[0\]\[29\],72.28
_08177_,72.27
_16826_,72.25
_14610_,72.22
clknet_leaf_157_clk,72.21
clknet_leaf_164_clk,72.2
_12153_,72.18
_14262_,72.18
u_aes128.ciphertext\[43\],72.17
u_auth_fsm.nonce_hist\[4\]\[59\],72.16
_18573_,72.12
u_aes128.gen_state_sbox\[0\].sb_state.in\[7\],72.12
clknet_leaf_232_clk,72.12
u_auth_fsm.nonce_hist\[6\]\[21\],72.115
u_auth_fsm.nonce_hist\[4\]\[68\],72.1
clknet_leaf_358_clk,72.08
_11175_,72.06
_19596_,72.06
_04902_,72.04
clknet_leaf_383_clk,72
_07551_,71.97
_14157_,71.97
u_auth_fsm.tx_payload\[13\],71.945
u_auth_fsm.nonce_hist\[4\]\[72\],71.905
_17372_,71.9
_09799_,71.86
clknet_leaf_225_clk,71.86
_17129_,71.78
_10079_,71.75
_13246_,71.74
_07929_,71.68
_06751_,71.65
clknet_leaf_15_clk,71.59
_01602_,71.585
clknet_leaf_98_clk,71.58
_18903_,71.54
_06865_,71.51
_06174_,71.5
clknet_leaf_109_clk,71.5
_16937_,71.45
_18549_,71.44
_14148_,71.42
u_auth_fsm.nonce_hist\[4\]\[111\],71.42
net217,71.41
_12017_,71.4
clknet_leaf_401_clk,71.4
_06444_,71.37
_06753_,71.35
_06396_,71.32
_08961_,71.26
clknet_leaf_107_clk,71.26
_10620_,71.24
_12174_,71.22
_06326_,71.18
_07964_,71.18
clknet_leaf_183_clk,71.16
u_auth_fsm.nonce_hist\[6\]\[22\],71.135
_06535_,71.09
_10265_,71.05
u_auth_fsm.nonce_hist\[5\]\[61\],70.985
clknet_leaf_189_clk,70.955
_05430_,70.945
_09516_,70.895
u_auth_fsm.nonce_hist\[7\]\[103\],70.895
_13821_,70.78
u_aes128.ciphertext\[100\],70.78
u_auth_fsm.tx_header\[8\],70.765
_12807_,70.72
_14822_,70.72
u_auth_fsm.aes_key\[80\],70.72
_10718_,70.7
_08153_,70.68
_07856_,70.63
u_auth_fsm.nonce_hist\[2\]\[55\],70.62
u_auth_fsm.aes_key\[91\],70.6
_16925_,70.58
clknet_leaf_95_clk,70.58
_09395_,70.56
_11195_,70.56
clknet_leaf_44_clk,70.54
_10963_,70.5
_08469_,70.49
u_auth_fsm.nonce_hist\[1\]\[89\],70.48
_13772_,70.46
u_auth_fsm.nonce_hist\[1\]\[106\],70.455
clknet_leaf_245_clk,70.44
_07387_,70.37
_04921_,70.3
u_auth_fsm.nonce_hist\[0\]\[32\],70.245
_11811_,70.24
_14582_,70.16
_16366_,70.16
_08251_,70.14
_17515_,70.14
u_auth_fsm.nonce_hist\[4\]\[40\],70.14
clknet_leaf_144_clk,70.12
clknet_leaf_202_clk,70.1
clknet_leaf_422_clk,70.1
_18407_,70.08
clknet_leaf_215_clk,70.06
clknet_leaf_294_clk,70.06
_08364_,70.04
net428,70.02
_06415_,69.98
_14064_,69.98
u_auth_fsm.nonce_hist\[0\]\[107\],69.98
_10690_,69.97
_17043_,69.96
u_auth_fsm.aes_plaintext\[126\],69.96
_12385_,69.94
_07728_,69.9
u_auth_fsm.aes_key\[53\],69.84
clknet_leaf_163_clk,69.84
u_auth_fsm.nonce_hist\[3\]\[116\],69.82
u_auth_fsm.nonce_hist\[5\]\[102\],69.775
_10785_,69.72
_12234_,69.67
_10952_,69.66
_05387_,69.62
_08777_,69.58
_12380_,69.58
u_aes128.gen_state_sbox\[14\].sb_state.in\[5\],69.58
_12217_,69.56
_13870_,69.54
net1662,69.54
u_auth_fsm.nonce_hist\[3\]\[30\],69.515
_10794_,69.46
_05395_,69.43
u_cmd_parser.nonce_reg\[69\],69.36
_17878_,69.34
clknet_leaf_130_clk,69.32
clknet_leaf_77_clk,69.3
clknet_leaf_172_clk,69.24
_18678_,69.22
u_aes128.gen_state_sbox\[9\].sb_state.in\[7\],69.22
clknet_leaf_13_clk,69.22
u_auth_fsm.nonce_hist\[4\]\[97\],69.16
u_auth_fsm.nonce_hist\[3\]\[50\],69.125
_09545_,69.1
clknet_leaf_369_clk,69.08
clknet_leaf_283_clk,69.06
_11560_,69.05
_12453_,69.04
u_auth_fsm.aes_key\[121\],69.04
_18194_,69.02
clknet_leaf_285_clk,69.02
_08189_,69
_18509_,69
_11918_,68.98
_05620_,68.95
_08026_,68.92
_11149_,68.88
u_auth_fsm.tx_payload\[2\],68.88
_09447_,68.84
_12604_,68.84
u_auth_fsm.nonce_hist\[4\]\[41\],68.84
_06565_,68.81
net310,68.78
_13540_,68.77
_05862_,68.76
_09401_,68.76
_18046_,68.72
u_auth_fsm.nonce_hist\[0\]\[41\],68.705
_11574_,68.7
_05590_,68.68
_14326_,68.68
_09898_,68.66
clknet_leaf_152_clk,68.6
_09342_,68.58
_12010_,68.58
u_aes128.gen_state_sbox\[3\].sb_state.in\[2\],68.54
clknet_leaf_24_clk,68.54
clknet_leaf_32_clk,68.52
u_aes128.gen_state_sbox\[11\].sb_state.in\[3\],68.48
clknet_leaf_262_clk,68.475
_14661_,68.46
_11697_,68.44
u_auth_fsm.nonce_hist\[5\]\[125\],68.44
_14432_,68.42
_07969_,68.34
clknet_leaf_17_clk,68.32
_09200_,68.3
u_auth_fsm.nonce_hist\[0\]\[19\],68.29
_18754_,68.28
_05902_,68.24
_15745_,68.24
_07479_,68.2
u_auth_fsm.nonce_hist\[0\]\[13\],68.2
u_auth_fsm.nonce_hist\[1\]\[127\],68.165
_11493_,68.16
_08261_,68.14
clknet_leaf_407_clk,68.14
clknet_leaf_169_clk,68.12
_08447_,68.1
net752,68.1
_10669_,68.08
_10171_,68.06
net1448,68.04
u_auth_fsm.nonce_hist\[6\]\[36\],68.005
_01605_,68
u_auth_fsm.nonce_hist\[6\]\[89\],67.98
net434,67.92
_05927_,67.905
_12947_,67.89
_09055_,67.86
_10969_,67.855
_19282_,67.84
u_auth_fsm.nonce_hist\[5\]\[100\],67.79
_13786_,67.76
clknet_leaf_372_clk,67.76
clknet_leaf_41_clk,67.74
u_auth_fsm.nonce_hist\[6\]\[114\],67.72
net174,67.72
_17716_,67.7
_18505_,67.7
clknet_leaf_179_clk,67.7
_06399_,67.69
_13475_,67.68
_14294_,67.68
_06954_,67.66
clknet_leaf_382_clk,67.62
u_auth_fsm.nonce_hist\[0\]\[122\],67.58
u_aes128.gen_state_sbox\[7\].sb_state.in\[5\],67.52
_12281_,67.48
_08600_,67.38
u_auth_fsm.nonce_hist\[2\]\[71\],67.37
_08571_,67.36
_12657_,67.34
u_aes128.ciphertext\[85\],67.34
_09578_,67.28
u_auth_fsm.nonce_hist\[4\]\[0\],67.28
_11938_,67.25
_08544_,67.24
_09374_,67.24
clknet_leaf_240_clk,67.24
_07597_,67.22
net636,67.22
_05830_,67.17
_11799_,67.16
_14525_,67.16
_07117_,67.12
u_cmd_parser.nonce_reg\[62\],67.08
_08534_,67.06
_06513_,67.04
u_auth_fsm.tx_busy,67.04
_06013_,67.02
_06486_,67
_05869_,66.99
clknet_leaf_263_clk,66.98
net551,66.96
u_auth_fsm.nonce_hist\[1\]\[63\],66.94
_12087_,66.92
_08230_,66.86
_10291_,66.805
_19094_,66.8
_06794_,66.76
_01611_,66.74
u_cmd_parser.nonce_reg\[94\],66.74
_17672_,66.7
_07718_,66.6
_09077_,66.6
u_auth_fsm.cur_nonce\[124\],66.58
net2137,66.58
clknet_leaf_316_clk,66.54
u_auth_fsm.tx_payload\[10\],66.525
u_auth_fsm.nonce_hist\[4\]\[30\],66.52
clknet_leaf_413_clk,66.52
_18831_,66.46
clknet_leaf_235_clk,66.45
u_auth_fsm.nonce_hist\[6\]\[37\],66.445
_09455_,66.44
u_auth_fsm.nonce_hist\[0\]\[120\],66.44
_12324_,66.41
_05881_,66.38
u_uart_rx.bit_idx\[0\],66.315
_05438_,66.3
u_auth_fsm.nonce_hist\[5\]\[76\],66.3
_07486_,66.275
_08233_,66.24
_06860_,66.22
_12004_,66.21
_07419_,66.2
u_cmd_parser.nonce_reg\[49\],66.18
u_auth_fsm.nonce_hist\[2\]\[73\],66.165
u_auth_fsm.nonce_hist\[0\]\[35\],66.16
_11452_,66.14
clknet_leaf_48_clk,66.14
_08697_,66.11
_06319_,66.1
_18534_,66.08
u_auth_fsm.aes_key\[120\],66.06
u_auth_fsm.cur_nonce\[14\],66.04
_14052_,66.02
clknet_leaf_293_clk,66
_06416_,65.98
u_auth_fsm.nonce_hist\[4\]\[93\],65.98
_11700_,65.94
_06841_,65.9
_13371_,65.9
_13329_,65.86
u_aes128.ciphertext\[105\],65.86
_11386_,65.845
clknet_leaf_357_clk,65.84
_09841_,65.8
u_auth_fsm.nonce_hist\[6\]\[104\],65.8
_11578_,65.78
_19409_,65.78
_11838_,65.74
u_auth_fsm.nonce_hist\[5\]\[97\],65.74
_18917_,65.72
_18352_,65.7
_10004_,65.68
_13497_,65.68
clknet_leaf_266_clk,65.68
_13042_,65.675
u_auth_fsm.nonce_hist\[1\]\[22\],65.66
net2156,65.66
clknet_leaf_384_clk,65.64
u_auth_fsm.cur_nonce\[43\],65.62
_18656_,65.58
_08901_,65.56
_10738_,65.56
_08245_,65.54
_07737_,65.52
_16834_,65.52
net158,65.49
net313,65.48
_18703_,65.44
u_auth_fsm.tx_payload\[82\],65.44
_05605_,65.4
u_auth_fsm.nonce_hist\[7\]\[11\],65.38
_08876_,65.36
clknet_leaf_85_clk,65.36
clknet_leaf_324_clk,65.36
_11853_,65.32
u_auth_fsm.nonce_hist\[5\]\[113\],65.32
_10813_,65.3
net725,65.28
net854,65.26
_09913_,65.22
u_aes128.gen_state_sbox\[14\].sb_state.in\[1\],65.22
clknet_leaf_391_clk,65.22
_10767_,65.2
_12716_,65.2
clknet_leaf_231_clk,65.18
_12223_,65.17
_05754_,65.16
_08274_,65.16
_11861_,65.14
_14691_,65.14
u_aes128.ciphertext\[118\],65.14
_09372_,65.04
_09779_,65.02
u_auth_fsm.nonce_hist\[6\]\[96\],65.02
_11427_,64.98
_14871_,64.98
u_aes128.ciphertext\[11\],64.96
_07420_,64.955
_11470_,64.94
_05642_,64.93
_18541_,64.92
_08924_,64.865
_09651_,64.8
_05722_,64.77
_08895_,64.74
_10796_,64.74
u_auth_fsm.nonce_hist\[4\]\[98\],64.725
_13474_,64.72
_14167_,64.72
_09473_,64.7
_04859_,64.68
_09249_,64.68
u_auth_fsm.nonce_hist\[7\]\[89\],64.68
_13577_,64.66
_14164_,64.64
u_auth_fsm.nonce_hist\[0\]\[23\],64.64
_14220_,64.62
_04871_,64.61
u_cmd_parser.nonce_reg\[14\],64.61
_00046_,64.6
_11894_,64.6
clknet_leaf_399_clk,64.585
_18832_,64.56
u_auth_fsm.nonce_hist\[5\]\[32\],64.545
u_aes128.gen_state_sbox\[3\].sb_state.in\[1\],64.54
clknet_leaf_338_clk,64.54
_09302_,64.51
_09797_,64.5
_08143_,64.495
_07648_,64.44
clknet_leaf_28_clk,64.42
_11550_,64.39
_05470_,64.38
_06273_,64.38
_11755_,64.38
_13194_,64.38
_09188_,64.37
_12097_,64.36
_15465_,64.36
_05765_,64.34
_11293_,64.34
_07759_,64.32
_18700_,64.32
_06754_,64.3
_16358_,64.3
u_auth_fsm.aes_key\[95\],64.3
_05983_,64.28
_08231_,64.26
_11091_,64.25
u_auth_fsm.nonce_hist\[6\]\[99\],64.22
_10621_,64.2
_14723_,64.18
_08568_,64.14
_11596_,64.14
clknet_leaf_429_clk,64.14
u_auth_fsm.nonce_hist\[0\]\[76\],64.12
_06283_,64.1
_06996_,64.1
_18733_,64.1
_14276_,64.04
clknet_leaf_10_clk,64.04
clknet_leaf_276_clk,64.04
u_auth_fsm.nonce_hist\[0\]\[2\],63.98
net796,63.96
_12627_,63.94
_10001_,63.9
_10951_,63.88
_13973_,63.88
u_auth_fsm.nonce_hist\[3\]\[2\],63.84
_12336_,63.83
u_auth_fsm.nonce_hist\[4\]\[70\],63.82
_11297_,63.8
_08266_,63.78
u_cmd_parser.nonce_reg\[48\],63.78
_16930_,63.76
u_uart_rx.state\[2\],63.755
_14555_,63.74
clknet_leaf_321_clk,63.7
fifo_nonce\[0\]\[25\],63.62
u_aes128.gen_state_sbox\[10\].sb_state.in\[0\],63.6
_03584_,63.56
_12489_,63.56
u_cmd_parser.nonce_reg\[42\],63.56
clknet_leaf_345_clk,63.56
u_auth_fsm.nonce_hist\[5\]\[52\],63.555
_18973_,63.55
_08788_,63.545
u_auth_fsm.nonce_hist\[3\]\[88\],63.545
_13195_,63.54
_19140_,63.54
_13590_,63.52
_11561_,63.48
_13585_,63.48
_14833_,63.48
clknet_leaf_397_clk,63.48
u_auth_fsm.nonce_hist\[1\]\[93\],63.47
_08746_,63.46
_14095_,63.46
u_auth_fsm.nonce_hist\[4\]\[116\],63.445
_06684_,63.44
fifo_nonce\[3\]\[110\],63.44
_06259_,63.42
u_auth_fsm.nonce_hist\[2\]\[20\],63.42
_14360_,63.4
net83,63.4
u_aes128.gen_state_sbox\[11\].sb_state.in\[0\],63.36
net2183,63.36
_11116_,63.35
_14461_,63.345
_06766_,63.34
_11008_,63.34
u_auth_fsm.nonce_hist\[0\]\[5\],63.34
clknet_leaf_12_clk,63.3
_05586_,63.26
u_auth_fsm.nonce_hist\[7\]\[96\],63.22
_12672_,63.215
u_auth_fsm.nonce_hist\[5\]\[55\],63.2
_19243_,63.18
net742,63.16
clknet_leaf_171_clk,63.04
u_aes128.ciphertext\[77\],63.02
u_uart_rx.bit_idx\[1\],63.02
_08524_,63.015
_18303_,62.98
net442,62.96
_11623_,62.92
_13173_,62.92
u_auth_fsm.nonce_hist\[4\]\[119\],62.9
_10380_,62.89
u_aes128.ciphertext\[95\],62.88
u_aes128.gen_state_sbox\[0\].sb_state.in\[1\],62.82
_07547_,62.8
_09536_,62.8
_08237_,62.78
net257,62.77
_06376_,62.74
_10613_,62.74
_14096_,62.74
u_auth_fsm.nonce_hist\[0\]\[127\],62.685
_11145_,62.68
_07893_,62.62
_09002_,62.62
_13991_,62.6
_08978_,62.58
_18162_,62.56
_07132_,62.54
clknet_leaf_162_clk,62.54
clknet_leaf_433_clk,62.52
u_auth_fsm.nonce_hist\[4\]\[102\],62.5
_06329_,62.48
u_auth_fsm.nonce_hist\[4\]\[73\],62.48
_11453_,62.455
_05906_,62.44
_10220_,62.41
u_auth_fsm.nonce_hist\[2\]\[72\],62.4
u_cmd_parser.nonce_reg\[43\],62.38
net304,62.35
_14075_,62.28
u_auth_fsm.aes_key\[43\],62.25
_07938_,62.24
_13801_,62.24
net1275,62.2
_09199_,62.17
_17332_,62.14
_09687_,62.12
_10600_,62.08
u_auth_fsm.cur_nonce\[71\],62.06
_12648_,62.015
u_aes128.gen_state_sbox\[1\].sb_state.in\[0\],62
_11157_,61.97
_11096_,61.96
u_auth_fsm.aes_key\[90\],61.96
clknet_leaf_21_clk,61.94
net2492,61.92
_06324_,61.88
_05523_,61.86
net2477,61.86
_06418_,61.84
_07454_,61.84
_17872_,61.84
u_auth_fsm.nonce_hist\[2\]\[21\],61.84
_08960_,61.825
_19480_,61.805
_12285_,61.8
u_aes128.gen_state_sbox\[15\].sb_state.in\[3\],61.795
_08369_,61.76
u_aes128.ciphertext\[103\],61.76
_13685_,61.75
_05483_,61.73
_07765_,61.72
u_auth_fsm.nonce_hist\[4\]\[52\],61.705
_06272_,61.62
clknet_leaf_318_clk,61.58
_14281_,61.54
_18370_,61.54
u_auth_fsm.nonce_hist\[3\]\[84\],61.52
_11189_,61.51
u_aes128.round_key\[85\],61.42
_10747_,61.41
net122,61.4
u_auth_fsm.nonce_hist\[0\]\[110\],61.355
_01596_,61.34
_12908_,61.33
_08282_,61.32
u_auth_fsm.nonce_hist\[4\]\[19\],61.3
u_auth_fsm.nonce_hist\[2\]\[88\],61.295
_12752_,61.28
_14648_,61.28
net719,61.28
_11608_,61.26
_10895_,61.22
net1433,61.2
_18430_,61.18
clknet_leaf_20_clk,61.16
_11841_,61.06
_08147_,61.03
_09056_,61.02
_16816_,61
_13435_,60.99
_06246_,60.98
u_auth_fsm.nonce_hist\[3\]\[54\],60.98
_12147_,60.94
clknet_leaf_323_clk,60.9
u_aes128.ciphertext\[5\],60.84
_12803_,60.82
clknet_leaf_129_clk,60.82
_06773_,60.78
_16630_,60.78
_07520_,60.77
_09180_,60.74
clknet_leaf_57_clk,60.71
net693,60.7
_12396_,60.68
u_uart_tx.state\[1\],60.68
_06710_,60.66
_08793_,60.66
u_auth_fsm.nonce_hist\[1\]\[94\],60.64
net587,60.64
_14206_,60.62
_08208_,60.6
u_aes128.gen_key_sbox\[3\].sb_key.in\[2\],60.6
_03800_,60.58
u_auth_fsm.nonce_hist\[0\]\[99\],60.58
net1901,60.58
_12427_,60.56
_13134_,60.56
_18911_,60.54
_08939_,60.5
_07810_,60.44
_06101_,60.43
_06441_,60.4
u_auth_fsm.aes_key\[93\],60.38
_06364_,60.36
u_auth_fsm.nonce_hist\[2\]\[51\],60.36
u_auth_fsm.nonce_hist\[5\]\[48\],60.36
_13015_,60.32
u_auth_fsm.nonce_hist\[6\]\[58\],60.315
_09632_,60.31
_06958_,60.3
u_aes128.gen_state_sbox\[14\].sb_state.in\[0\],60.28
_12791_,60.24
_10277_,60.23
u_aes128.ciphertext\[28\],60.22
_11624_,60.21
_07821_,60.2
clknet_leaf_393_clk,60.18
_17964_,60.16
_12650_,60.15
_09871_,60.13
_07349_,60.12
_13861_,60.12
u_auth_fsm.nonce_hist\[0\]\[16\],60.115
u_auth_fsm.nonce_hist\[3\]\[72\],60.085
_12954_,60.07
_12451_,60.05
_10251_,60
_12249_,59.98
_18343_,59.98
_06426_,59.84
u_auth_fsm.nonce_hist\[1\]\[52\],59.835
_12517_,59.82
_11882_,59.8
_13373_,59.8
_04987_,59.79
_06906_,59.78
_12254_,59.78
u_cmd_parser.challenge_nonce\[114\],59.78
_12360_,59.76
clknet_leaf_191_clk,59.76
net2116,59.7
_10183_,59.69
_13512_,59.68
clknet_leaf_439_clk,59.68
net242,59.67
_06802_,59.66
u_auth_fsm.tx_payload\[23\],59.66
_05877_,59.62
_10997_,59.62
_14298_,59.62
_14733_,59.62
u_aes128.gen_state_sbox\[5\].sb_state.in\[0\],59.62
u_auth_fsm.nonce_hist\[6\]\[80\],59.595
_13625_,59.56
_08631_,59.54
_19004_,59.54
clknet_leaf_221_clk,59.54
_08624_,59.52
_05719_,59.46
u_auth_fsm.nonce_hist\[5\]\[20\],59.46
_13568_,59.44
u_auth_fsm.aes_key\[94\],59.42
_05997_,59.41
u_cmd_parser.nonce_reg\[68\],59.4
_13998_,59.36
u_auth_fsm.nonce_hist\[6\]\[35\],59.35
_05734_,59.34
_14774_,59.3
_12725_,59.24
u_auth_fsm.nonce_hist\[5\]\[81\],59.215
u_aes128.ciphertext\[4\],59.2
u_auth_fsm.nonce_hist\[1\]\[107\],59.2
net444,59.12
u_auth_fsm.nonce_hist\[5\]\[27\],59.11
_06890_,59.08
u_aes128.ciphertext\[126\],59.055
u_auth_fsm.nonce_hist\[0\]\[83\],59.04
u_aes128.gen_state_sbox\[3\].sb_state.in\[4\],59.02
net724,59.02
_13682_,58.96
u_auth_fsm.aes_key\[8\],58.94
u_auth_fsm.nonce_hist\[4\]\[17\],58.94
_05915_,58.9
u_auth_fsm.nonce_hist\[4\]\[3\],58.835
_09560_,58.82
u_auth_fsm.cur_nonce\[3\],58.82
u_auth_fsm.nonce_hist\[3\]\[45\],58.785
_07122_,58.77
_12537_,58.72
_18713_,58.7
clknet_leaf_342_clk,58.7
u_auth_fsm.nonce_hist\[0\]\[7\],58.69
_19302_,58.66
u_aes128.gen_state_sbox\[11\].sb_state.in\[1\],58.66
u_auth_fsm.aes_key\[1\],58.64
_08067_,58.62
clknet_leaf_296_clk,58.62
_10384_,58.56
_07951_,58.54
clknet_leaf_376_clk,58.54
_18864_,58.52
_12834_,58.5
u_auth_fsm.cur_nonce\[5\],58.5
u_auth_fsm.nonce_hist\[1\]\[81\],58.49
_18412_,58.48
_07599_,58.47
_05841_,58.4
u_auth_fsm.tx_payload\[31\],58.4
_12530_,58.385
u_auth_fsm.nonce_hist\[0\]\[10\],58.36
net332,58.32
clknet_leaf_166_clk,58.3
_05864_,58.28
_12439_,58.28
_14672_,58.28
_07009_,58.27
_13725_,58.26
net405,58.26
u_auth_fsm.nonce_hist\[3\]\[58\],58.24
net110,58.23
clknet_leaf_269_clk,58.22
_09786_,58.21
u_aes128.ciphertext\[117\],58.21
u_auth_fsm.nonce_hist\[3\]\[108\],58.165
_05673_,58.12
u_auth_fsm.nonce_hist\[7\]\[55\],58.09
fifo_nonce\[5\]\[110\],58.07
_10327_,58.06
fifo_nonce\[6\]\[78\],58.06
u_auth_fsm.aes_plaintext\[71\],58.06
u_auth_fsm.nonce_hist\[1\]\[69\],58.06
net2515,58.06
_06389_,58.04
u_auth_fsm.nonce_hist\[7\]\[20\],58.02
_06897_,57.98
clknet_leaf_319_clk,57.96
clknet_leaf_289_clk,57.94
_08441_,57.92
net2503,57.92
_08272_,57.86
net941,57.86
_07879_,57.85
_13680_,57.82
u_auth_fsm.nonce_hist\[0\]\[72\],57.795
u_auth_fsm.nonce_hist\[3\]\[41\],57.765
_18669_,57.76
_13143_,57.74
u_auth_fsm.nonce_hist\[6\]\[73\],57.74
_11933_,57.7
